Name,# of Reviews,Rating,Price,Cuisine,Neighbourhood,Price_,New_Price
Square Boy,168,4.0,1,American,Greektown,1.8571428571428572,1.0
Tasty’s Caribbean Restaurant,72,4.0,1,Carribean,Chinatown,1.7727272727272727,1.0
Thai Nyyom,9,4.5,0,Asian,The Junction,2.0,2.0
7 Numbers Danforth,91,3.5,2,European,Riverdale,2.0,2.0
Chat Bar,26,4.0,2,Asian,Willowdale,2.0,2.0
F’Amelia,115,3.5,3,American,Cabbagetown,2.2,3.0
Michael’s on Simcoe,151,4.0,4,American,Entertainment District,2.4727272727272727,4.0
Lan Restaurant,51,3.5,2,Asian,Riverdale,2.0,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Gio Rana’s Really Really Nice Restaurant,192,4.0,3,European,Leslieville,2.0,3.0
Town Crier Pub,207,4.0,2,American,Entertainment District,2.4727272727272727,2.0
Maiz,1,4.0,0,American,Parkdale,1.7692307692307692,2.0
Lechon Republik,1,5.0,0,Asian,Glen Park,,
Thai Country Kitchen,135,4.0,1,Asian,Chinatown,1.7727272727272727,1.0
Tabriz Persian Cookhouse,54,4.0,2,Middle Eastern,Discovery District,,2.0
Monga Fried Chicken,104,3.5,2,Asian,Downtown Core,2.1016949152542375,2.0
House of Gourmet,384,3.5,2,Asian,Chinatown,1.7727272727272727,2.0
The Host,112,3.5,2,Asian,The Annex,2.3703703703703702,2.0
Porchetta & Co,180,4.0,2,American,Entertainment District,2.4727272727272727,2.0
Limon Lounge,1,5.0,0,Mexican,Corso Italia,2.1666666666666665,2.0
Pho 90,21,4.5,2,Asian,North York,,2.0
Shanghai Shikumen Fine Cuisine,19,3.5,0,Asian,Chinatown,1.7727272727272727,2.0
Double D’s,4,4.0,0,American,New Toronto,,
Lebanon Express,19,4.5,0,Middle Eastern,Roncesvalles,1.8333333333333333,2.0
Vietnoms,98,4.0,2,Asian,Willowdale,2.0,2.0
Church’s Chicken,3,5.0,0,American,East York,1.625,2.0
Baretto Caffe,324,5.0,2,American,Scarborough,1.7777777777777777,2.0
The Wren,181,4.0,2,American,The Danforth,1.9285714285714286,2.0
When The Pig Came Home,61,4.5,2,Other,The Junction,2.0,2.0
Lipstick & Dynamite,31,4.0,1,Other,West Queen West,2.125,1.0
Bar Poet,27,3.5,2,American,Beaconsfield Village,2.2857142857142856,2.0
The Arepa Republic,14,4.5,0,South American,None,,
Duff’s Famous Wings,119,3.5,2,American,Palmerston,,2.0
Cinderella Restaurant,7,4.0,0,Middle Eastern,Bloordale Village,1.6,2.0
Mother’s Dumplings,522,3.5,2,Asian,Chinatown,1.7727272727272727,2.0
The Pie Commission,226,4.5,1,American,Etobicoke,2.0,1.0
Chacho’s Fine Mexican Dining,82,3.5,2,Mexican,Mount Pleasant and Davisville,2.2857142857142856,2.0
Sina Persian Cuisine,2,4.5,0,Middle Eastern,Yonge and Eglinton,2.25,2.0
JaBistro,517,4.0,3,Asian,Entertainment District,2.4727272727272727,3.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Bagnet Bros,21,4.0,2,Asian,North York,,2.0
Chacho’s Fine Mexican Dining,82,3.5,2,Mexican,Mount Pleasant and Davisville,2.2857142857142856,2.0
Monga Fried Chicken,104,3.5,2,Asian,Downtown Core,2.1016949152542375,2.0
Makkal Chon,325,4.0,2,Asian,Scarborough,1.7777777777777777,2.0
The Host,112,3.5,2,Asian,The Annex,2.3703703703703702,2.0
OM Restaurant and Bar,46,4.0,2,Asian,Parkdale,1.7692307692307692,2.0
The Wren,181,4.0,2,American,The Danforth,1.9285714285714286,2.0
Pam’s Roti Shop,7,5.0,0,Carribean,Dufferin Grove,2.5,2.0
Duff’s Famous Wings,119,3.5,2,American,Palmerston,,2.0
The Chase,380,3.5,3,American,Downtown Core,2.1016949152542375,3.0
AMA,36,4.0,2,South American,West Queen West,2.125,2.0
Junction Local,59,4.0,3,American,The Junction,2.0,3.0
Chadani Indian Cuisine,16,4.5,0,Asian,St. Lawrence,2.0,2.0
Il Covo,44,3.5,3,European,Little Italy,2.272727272727273,3.0
Mother’s Dumplings,522,3.5,2,Asian,Chinatown,1.7727272727272727,2.0
Churrasqueira Vila Verde Restaurant,15,4.0,2,European,Trinity Bellwoods,2.1666666666666665,2.0
Roti’s To Go,12,4.5,0,Asian,Ryerson,1.8,2.0
Barrio Coreano,233,3.5,2,Asian,Koreatown,1.85,2.0
JaBistro,517,4.0,3,Asian,Entertainment District,2.4727272727272727,3.0
La Vinia,61,4.0,3,European,Etobicoke,2.0,3.0
Little Coxwell Vietnamese & Thai Cuisine,123,4.0,2,Asian,East York,1.625,2.0
Soulas Modern Greek Cuisine,30,4.0,0,European,Greektown,1.8571428571428572,2.0
Bistro Camino,21,4.5,2,European,The Danforth,1.9285714285714286,2.0
Green Haven,8,5.0,0,American,The Junction,2.0,2.0
Lipstick & Dynamite,31,4.0,1,Other,West Queen West,2.125,1.0
The Burger’s Priest,445,3.5,2,American,Upper Beach,2.0,2.0
Sansotei Ramen,79,4.5,2,Asian,City Place,,2.0
Los Vietnamita Taqueria Shop,11,4.5,0,Mexican,Downtown Core,2.1016949152542375,2.0
Ardo Restaurant,93,4.0,3,European,Corktown,2.2857142857142856,3.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Bar Poet,27,3.5,2,American,Beaconsfield Village,2.2857142857142856,2.0
The Keg Steakhouse + Bar,264,4.0,3,American,Financial District,,3.0
Thai Room,58,3.5,2,Asian,Cabbage Town,,2.0
Pimentas Grill,6,4.5,0,European,Bickford Park,2.2857142857142856,2.0
Bocconcini Toronto,18,4.5,0,American,Downtown Core,2.1016949152542375,2.0
Pho Pasteur,203,3.5,2,Asian,Chinatown,1.7727272727272727,2.0
Bach Yen,198,4.0,1,Asian,Riverdale,2.0,1.0
Tanto,34,3.5,3,South American,Ossington Strip,2.217391304347826,3.0
Mr Pide,77,4.5,2,American,Greektown,1.8571428571428572,2.0
Maido Japanese Restaurant,71,4.0,2,Asian,The Annex,2.3703703703703702,2.0
Opus Restaurant,63,4.0,4,American,The Annex,2.3703703703703702,4.0
El Rincon Mexicano Restaurant,95,3.0,2,Mexican,Wychwood,1.9,2.0
MaMa Chef Korean Restaurant,57,4.0,2,Asian,Koreatown,1.85,2.0
Peter Pan Bistro,163,3.5,2,American,Queen Street West,2.25,2.0
El Sazón Mexicano,5,4.0,0,Mexican,Corso Italia,2.1666666666666665,2.0
Comida Ecuatoriana,2,4.5,0,American,Downsview,2.0,2.0
Mr.Tonkatsu,69,4.0,2,Asian,Downtown Core,2.1016949152542375,2.0
Gandhi Cuisine,254,4.0,2,Asian,Alexandra Park,1.7857142857142858,2.0
Adega Restaurante,146,4.0,3,European,Downtown Core,2.1016949152542375,3.0
Thai Spicy House,55,3.5,2,Asian,Mount Pleasant and Davisville,2.2857142857142856,2.0
Kitchen Hub,4,5.0,0,Asian,Etobicoke,2.0,2.0
Greedy Duck & Noodles,9,4.0,0,Asian,Downtown,1.8,2.0
Indian Grill,79,4.0,2,Asian,Ossington Strip,2.217391304347826,2.0
Three Monks and a Duck,24,4.5,0,Asian,Niagara,2.3333333333333335,2.0
Trattoria Mercatto,199,3.5,2,European,Downtown Core,2.1016949152542375,2.0
Teller’s Bar and Lounge,4,4.5,2,American,Downtown Core,2.1016949152542375,2.0
Mermaid Fish and Grill House,43,4.5,2,American,Deer Park,,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Hotopia Sichuan Cuisine,29,3.0,2,Asian,Willowdale,2.0,2.0
Masseria,66,4.0,2,American,Entertainment District,2.4727272727272727,2.0
The Veggie Thali,57,4.5,1,Asian,Scarborough,1.7777777777777777,1.0
Mad Mexican,111,3.0,2,Mexican,North York,,2.0
Earls Kitchen + Bar,427,3.5,2,American,Financial District,,2.0
Norling,67,4.0,1,Asian,Parkdale,1.7692307692307692,1.0
Shunoko,72,4.0,2,American,Corso Italia,2.1666666666666665,2.0
Tofu Village - House of Soon Tofu,187,4.0,2,Asian,Koreatown,1.85,2.0
Chappa Corner Cafe & Restaurant,1,5.0,0,Other,Corso Italia,2.1666666666666665,2.0
Chino Locos Original,178,4.0,1,Mexican,Leslieville,2.0,1.0
Eastside Social,67,4.0,2,American,Leslieville,2.0,2.0
Torch Pressed Sushi,27,4.0,2,Asian,Church-Wellesley Village,2.0,2.0
Arabesque Middle Eastern Foods,27,5.0,1,Middle Eastern,Dufferin Grove,2.5,1.0
Tapas At Embrujo,84,3.5,3,European,Riverdale,2.0,3.0
Hastings Snack Bar,38,4.5,1,European,Leslieville,2.0,1.0
Her Chef,44,4.5,2,Asian,Koreatown,1.85,2.0
Lalibela Ethiopian Restaurant,83,4.0,2,African,The Danforth,1.9285714285714286,2.0
La Bettola di Terroni,148,3.5,2,European,Downtown Core,2.1016949152542375,2.0
Tachi,136,4.5,3,American,Financial District,,3.0
Yupdduk,36,3.0,2,Asian,Willowdale,2.0,2.0
Estiatorio Volos,306,4.0,3,American,Financial District,,3.0
Crown Princess Fine Dining,259,3.5,2,Asian,Downtown Core,2.1016949152542375,2.0
The Dirty Bird Chicken + Waffles,319,3.5,2,American,Kensington Market,1.7777777777777777,2.0
Premium Sweets,33,4.0,0,Asian,Scarborough,1.7777777777777777,2.0
Barnsteiner’s,52,3.5,3,European,Yonge and St. Clair,,3.0
Zhang’s Kitchen,10,4.0,0,Asian,Downtown Core,2.1016949152542375,2.0
The 6 Burger Bar,36,4.5,1,American,Scarborough,1.7777777777777777,1.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Yuzu No Hana,538,4.0,3,American,Entertainment District,2.4727272727272727,3.0
La Pasiva,6,4.5,0,American,Downsview,2.0,2.0
Ding Tai Fung,81,3.5,2,Asian,Scarborough,1.7777777777777777,2.0
Rendez-Vous,99,4.0,2,African,The Danforth,1.9285714285714286,2.0
Bar Buca,260,4.0,2,American,Entertainment District,2.4727272727272727,2.0
Petit Potato,14,4.0,0,Asian,Willowdale,2.0,2.0
Rosedale Diner,92,3.5,2,Other,Summer Hill,1.6666666666666667,2.0
T&T Roti Trinidad & Toronto Roti,10,4.5,1,Carribean,Alexandra Park,1.7857142857142858,1.0
Katsuya,140,4.0,2,Asian,Scarborough,1.7777777777777777,2.0
Fudao noodle house,126,4.0,2,Asian,Chinatown,1.7727272727272727,2.0
KINTORI YAKITORI,49,3.5,2,Asian,Koreatown,1.85,2.0
Lobster Burger Bar,21,3.5,2,American,Entertainment District,2.4727272727272727,2.0
HK Snack Bar,1,5.0,0,Asian,Downtown Core,2.1016949152542375,2.0
Mill Street Beer Hall,170,3.0,2,American,Distillery District,,2.0
Noce Restaurant,71,4.0,3,European,Niagara,2.3333333333333335,3.0
Indie Ale House,244,4.0,2,American,The Junction,2.0,2.0
Messini Authentic Gyros,481,3.5,2,European,Greektown,1.8571428571428572,2.0
Ballissimo Loukoumades Bar,8,5.0,0,American,East York,1.625,2.0
Pizzeria Moretti,19,3.5,0,European,Entertainment District,2.4727272727272727,2.0
The Fourth Man In The Fire,14,3.5,0,American,Little Italy,2.272727272727273,2.0
Alexandros,123,3.5,1,European,Harbourfront,2.2222222222222223,1.0
Bosk,144,4.0,3,American,Financial District,,3.0
Kensington Sushi Market,20,4.5,0,American,Kensington Market,1.7777777777777777,2.0
Craft Beer Market,137,3.5,2,American,Downtown Core,2.1016949152542375,2.0
Portici,76,4.0,2,European,Yorkville,2.7222222222222223,2.0
Albert’s Real Jamaican Foods,89,3.5,2,Carribean,Wychwood,1.9,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Hogtown Smoke In the Beach,172,3.5,2,American,The Beach,,2.0
The 6 Burger Bar,36,4.5,1,American,Scarborough,1.7777777777777777,1.0
Rendez-Vous,99,4.0,2,African,The Danforth,1.9285714285714286,2.0
Sing Sing Barbeque House,3,4.0,0,American,Riverdale,2.0,2.0
Fudao noodle house,126,4.0,2,Asian,Chinatown,1.7727272727272727,2.0
Yupdduk,36,3.0,2,Asian,Willowdale,2.0,2.0
Petit Potato,14,4.0,0,Asian,Willowdale,2.0,2.0
Bitondo’s Pizzeria,148,4.0,1,American,Little Italy,2.272727272727273,1.0
Maracas,12,4.5,0,Carribean,Kensington Market,1.7777777777777777,2.0
Ackee Tree Dynamite Jamaican Jerk,12,4.0,0,Carribean,Corktown,2.2857142857142856,2.0
The 3 Brewers Liberty Village,53,3.0,2,American,Liberty Village,,2.0
Bolan Thai Cuisine,93,4.0,2,Asian,Mount Pleasant and Davisville,2.2857142857142856,2.0
Hotopia Sichuan Cuisine,29,3.0,2,Asian,Willowdale,2.0,2.0
Hanoi 3 Seasons,64,3.5,2,Asian,Riverdale,2.0,2.0
La Vecchia Ristorante,280,3.5,2,European,Yonge and Eglinton,2.25,2.0
Hemingway’s Restaurant,254,3.0,2,American,Yorkville,2.7222222222222223,2.0
Premium Sweets,33,4.0,0,Asian,Scarborough,1.7777777777777777,2.0
STK Toronto,167,3.0,4,American,Yorkville,2.7222222222222223,4.0
Steady’s Jamaican Home Cooking,14,4.5,1,Carribean,East York,1.625,1.0
Factory Girl,96,3.5,2,American,Riverdale,2.0,2.0
The Rebel House,107,3.5,2,American,Summer Hill,1.6666666666666667,2.0
General Assembly Pizza,83,4.0,2,American,Entertainment District,2.4727272727272727,2.0
Dakgogi,19,3.0,2,Asian,Church-Wellesley Village,2.0,2.0
Hothouse,340,3.5,2,European,St. Lawrence,2.0,2.0
Tenoch Restaurant,62,3.5,2,Mexican,Wychwood,1.9,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Centrale Bergham,20,4.5,2,American,Alexandra Park,1.7857142857142858,2.0
Fresca Pizza & Pasta,114,4.0,1,American,Downtown,1.8,1.0
Famoso Neapolitan,151,4.0,2,American,The Annex,2.3703703703703702,2.0
Spiga Ristorante,14,4.0,3,European,Yonge and St. Clair,,3.0
Ali’s West Indian Roti Shop,78,4.0,1,Carribean,Parkdale,1.7692307692307692,1.0
One Love Vegetarian,83,4.0,2,Carribean,Seaton Village,,2.0
Bob’s Bulgogi,80,4.0,1,Asian,Downtown Core,2.1016949152542375,1.0
Brothers,57,4.0,3,American,Yorkville,2.7222222222222223,3.0
Ballissimo Loukoumades Bar,8,5.0,0,American,East York,1.625,2.0
Quetzal,47,4.0,0,Mexican,Kensington Market,1.7777777777777777,2.0
Katsuya,140,4.0,2,Asian,Scarborough,1.7777777777777777,2.0
Mattachioni,36,4.0,2,European,The Junction,2.0,2.0
Mapo Korean BBQ,44,4.0,2,American,Koreatown,1.85,2.0
Ufficio,91,4.0,3,American,Little Portugal,2.4285714285714284,3.0
King’s Café,137,4.0,2,Asian,Kensington Market,1.7777777777777777,2.0
Reposado Bar & Lounge,140,4.0,2,European,Ossington Strip,2.217391304347826,2.0
La Chilaca Taqueria,53,4.5,1,Mexican,Kensington Market,1.7777777777777777,1.0
Ehwa J Bar,48,4.0,2,American,Church-Wellesley Village,2.0,2.0
Assembly Chef’s Hall - Temp. CLOSED,291,4.0,2,American,Financial District,,2.0
Henrietta Lane Cafe & Drinkery,12,4.5,0,American,Corktown,2.2857142857142856,2.0
Piquette,4,4.0,0,American,Beaconsfield Village,2.2857142857142856,2.0
Pizzeria Defina,131,4.0,2,American,Roncesvalles,1.8333333333333333,2.0
Deepizz Pizzeria,27,4.5,0,American,Downtown Core,2.1016949152542375,2.0
Jacques’ Bistro Du Parc,52,4.5,3,European,Yorkville,2.7222222222222223,3.0
Happy Lamb Hot Pot,107,3.5,2,Asian,Chinatown,1.7727272727272727,2.0
MAIZ,20,3.5,0,Mexican,The Junction,2.0,2.0
Mariachi’s Restaurant,93,3.5,2,Mexican,Mount Pleasant and Davisville,2.2857142857142856,2.0
Scaddabush Italian Kitchen & Bar,456,3.5,2,American,Downtown Core,2.1016949152542375,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Evoo Ristorante,33,4.0,4,American,The Annex,2.3703703703703702,4.0
Seoulicious,66,3.5,2,Asian,Downtown Core,2.1016949152542375,2.0
Sukhothai,26,3.0,0,Asian,West Don Lands,2.0,2.0
Mariachi’s Restaurant,93,3.5,2,Mexican,Mount Pleasant and Davisville,2.2857142857142856,2.0
CASA manila Restaurant,320,3.0,2,Asian,North York,,2.0
Henrietta Lane Cafe & Drinkery,12,4.5,0,American,Corktown,2.2857142857142856,2.0
Hothouse,340,3.5,2,European,St. Lawrence,2.0,2.0
Basil Box,175,4.0,2,Asian,Ryerson,1.8,2.0
Xawaash,126,4.0,2,Middle Eastern,Etobicoke,2.0,2.0
Regina Pizzeria & Trattoria,57,4.0,2,European,Bickford Park,2.2857142857142856,2.0
Nimman Thai Cuisine,118,4.0,2,Asian,Etobicoke,2.0,2.0
The Green Wood,93,4.0,2,American,Leslieville,2.0,2.0
STK Toronto,167,3.0,4,American,Yorkville,2.7222222222222223,4.0
Sizzler Kabab,8,3.5,0,Middle Eastern,Niagara,2.3333333333333335,2.0
Edomae Kiyomi,12,4.0,4,American,Downtown Core,2.1016949152542375,4.0
Ehwa J Bar,48,4.0,2,American,Church-Wellesley Village,2.0,2.0
Iron Rooster,7,4.0,0,American,Chinatown,1.7727272727272727,2.0
Burrito Boyz,421,4.0,1,Mexican,Entertainment District,2.4727272727272727,1.0
Curry Twist Restaurant,102,4.0,2,Asian,The Junction,2.0,2.0
Real Sports,462,3.5,2,American,Entertainment District,2.4727272727272727,2.0
Jacques’ Bistro Du Parc,52,4.5,3,European,Yorkville,2.7222222222222223,3.0
Artisan Plus,44,4.0,2,Asian,Downtown Core,2.1016949152542375,2.0
Ossington Stop,15,4.0,2,American,Ossington Strip,2.217391304347826,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Kōjin - Temp. CLOSED,106,4.0,3,American,Downtown Core,2.1016949152542375,3.0
Schmaltz Appetizing,61,4.0,2,Other,The Annex,2.3703703703703702,2.0
Ethiopian House Restaurant,171,3.5,2,African,Downtown Core,2.1016949152542375,2.0
E11even,158,3.5,3,American,Entertainment District,2.4727272727272727,3.0
Gushi Japanese Street Food,104,4.0,1,American,Alexandra Park,1.7857142857142858,1.0
Burrito Boyz,421,4.0,1,Mexican,Entertainment District,2.4727272727272727,1.0
Utopia Café & Grill,247,3.5,2,Mexican,Palmerston,,2.0
Me Va Me Kitchen Express,165,4.0,2,Middle Eastern,Queen Street West,2.25,2.0
R&D Restaurant,254,3.5,3,Asian,Chinatown,1.7727272727272727,3.0
Regina Pizzeria & Trattoria,57,4.0,2,European,Bickford Park,2.2857142857142856,2.0
FET ZUN,29,4.0,0,Middle Eastern,The Annex,2.3703703703703702,2.0
Pili Pili,38,4.5,2,Asian,Scarborough,1.7777777777777777,2.0
Thai On Yonge,126,4.0,2,Asian,Ryerson,1.8,2.0
Blondies,30,3.5,0,American,Leslieville,2.0,2.0
Curry Twist Restaurant,102,4.0,2,Asian,The Junction,2.0,2.0
Fonda Lola,98,3.5,2,Mexican,West Queen West,2.125,2.0
Faim de Loup,4,5.0,0,European,Dufferin Grove,2.5,2.0
Rosalinda,164,4.0,2,Mexican,Financial District,,2.0
Chef Gourmet,7,5.0,0,Middle Eastern,Church-Wellesley Village,2.0,2.0
Mocha Mocha,48,4.0,2,American,Greektown,1.8571428571428572,2.0
One Restaurant,196,3.5,4,American,Yorkville,2.7222222222222223,4.0
Artisan Plus,44,4.0,2,Asian,Downtown Core,2.1016949152542375,2.0
King’s Noodle Restaurant,413,3.5,2,Asian,Chinatown,1.7727272727272727,2.0
Core Restaurant,23,4.0,0,Asian,Leslieville,2.0,2.0
Kimchi House,42,4.0,2,Asian,Koreatown,1.85,2.0
Ueno,17,4.5,2,American,Corktown,2.2857142857142856,2.0
Nimman Thai Cuisine,118,4.0,2,Asian,Etobicoke,2.0,2.0
The Four Seven,30,4.5,2,European,Bloordale Village,1.6,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Japango,669,3.5,2,American,Downtown Core,2.1016949152542375,2.0
Schmaltz Appetizing,61,4.0,2,Other,The Annex,2.3703703703703702,2.0
Foxley Bistro and Bar,132,4.0,3,Asian,Ossington Strip,2.217391304347826,3.0
Chaban,106,4.0,2,Asian,Etobicoke,2.0,2.0
Pho Vistro,146,3.5,2,Asian,Queen Street West,2.25,2.0
Ueno,17,4.5,2,American,Corktown,2.2857142857142856,2.0
Kimchi House,42,4.0,2,Asian,Koreatown,1.85,2.0
Ethiopian House Restaurant,171,3.5,2,African,Downtown Core,2.1016949152542375,2.0
Baro,149,3.5,3,American,Entertainment District,2.4727272727272727,3.0
Reposado Bar & Lounge,140,4.0,2,European,Ossington Strip,2.217391304347826,2.0
Folia Grill,50,4.0,1,American,East York,1.625,1.0
GB Hand Pulled Noodle,30,3.5,2,Asian,Leslieville,2.0,2.0
Milagro,109,3.5,2,Mexican,Niagara,2.3333333333333335,2.0
Faim de Loup,4,5.0,0,European,Dufferin Grove,2.5,2.0
Hyderabad Biryani Hut,16,4.0,0,Asian,Scarborough,1.7777777777777777,2.0
Mezu,39,4.5,2,Asian,Little Portugal,2.4285714285714284,2.0
Jumbo Empanadas,134,4.0,1,American,Kensington Market,1.7777777777777777,1.0
Oxtail Pho & Banh Mi,3,4.5,0,Asian,Ryerson,1.8,2.0
Chito’s Pizza,52,4.0,1,American,Bloordale Village,1.6,1.0
Tashi Delek Cafe,8,4.5,0,American,Parkdale,1.7692307692307692,2.0
E11even,158,3.5,3,American,Entertainment District,2.4727272727272727,3.0
Market Street Catch,129,3.5,2,American,St. Lawrence,2.0,2.0
Kim Vietnamese Restaurant,45,4.0,1,Asian,Chinatown,1.7727272727272727,1.0
Animal Liberation Kitchen,4,4.5,0,American,Riverdale,2.0,2.0
Utopia Café & Grill,247,3.5,2,Mexican,Palmerston,,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Joe Bird,79,3.5,2,American,Harbourfront,2.2222222222222223,2.0
Go Cup,1,4.0,0,Asian,Ryerson,1.8,2.0
IST Snack Bar,12,4.0,0,Asian,Parkdale,1.7692307692307692,2.0
Animal Liberation Kitchen,4,4.5,0,American,Riverdale,2.0,2.0
Govinda’s,36,4.0,1,Other,Summer Hill,1.6666666666666667,1.0
The Poke Box,161,4.5,2,American,Downtown Core,2.1016949152542375,2.0
Ascari King,14,4.0,0,American,Entertainment District,2.4727272727272727,2.0
Chaban,106,4.0,2,Asian,Etobicoke,2.0,2.0
Paldo Gangsan,72,4.0,1,Asian,Koreatown,1.85,1.0
Folia Grill,50,4.0,1,American,East York,1.625,1.0
Pho Rua Vang Golden Turtle,301,3.0,2,Asian,Ossington Strip,2.217391304347826,2.0
RYUS Noodle Bar,23,4.0,0,Asian,Niagara,2.3333333333333335,2.0
Osteria Rialto,1,4.0,0,European,Dovercourt,2.0,2.0
La Carnita,157,2.5,2,Mexican,Yonge and Eglinton,2.25,2.0
Mambo Lounge,35,3.5,2,South American,The Danforth,1.9285714285714286,2.0
Chito’s Pizza,52,4.0,1,American,Bloordale Village,1.6,1.0
Phosome,2,4.0,0,Asian,Cabbagetown,2.2,2.0
Tam Vietnamese Street Food & Cafe,2,4.5,0,Asian,The Junction,2.0,2.0
Tocino Boys,8,4.5,1,American,Ossington Strip,2.217391304347826,1.0
Union Social Eatery,240,4.0,2,American,Willowdale,2.0,2.0
Korean Grill House,269,3.5,2,Asian,Queen Street West,2.25,2.0
Top Gun Burgers,173,4.0,2,American,Kensington Market,1.7777777777777777,2.0
Lim Ga Ne,84,3.5,2,Asian,Koreatown,1.85,2.0
Cafe CanCan,104,3.5,3,European,Entertainment District,2.4727272727272727,3.0
Bolands Kitchen,14,4.0,3,American,Mount Pleasant and Davisville,2.2857142857142856,3.0
GB Hand Pulled Noodle,30,3.5,2,Asian,Leslieville,2.0,2.0
